sample_id,raw_input,gold_clean_alias,canonical_degree,canonical_field,degree_level,noise_type,difficulty,expected_layer,expected_status,expected_min_confidence,training_use,source
L2-02719,B.Tch / Computer Science and Engineering,B.Tech / Computer Science and Engineering,Bachelor of Engineering,Computer Science and Engineering,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01238
L2-02720,B.eTch / Computer Science and Engineering,B.Tech / Computer Science and Engineering,Bachelor of Engineering,Computer Science and Engineering,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01238
L2-02721,Bachlor of Engineering in Instrumentation Engineering,Bachelor of Engineering in Instrumentation Engineering,Bachelor of Engineering,Instrumentation Engineering,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01239
L2-02722,Bcahelor of Engineering in Instrumentation Engineering,Bachelor of Engineering in Instrumentation Engineering,Bachelor of Engineering,Instrumentation Engineering,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01239
L2-02723,Bache1or of Engineering in Instrumentation Engineering,Bachelor of Engineering in Instrumentation Engineering,Bachelor of Engineering,Instrumentation Engineering,UG ENGINEERING,ocr_confusion,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-01239
L2-02724,B.Tch. / Mining Engineering,B.Tech. / Mining Engineering,Bachelor of Engineering,Mining Engineering,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01240
L2-02725,B.eTch. / Mining Engineering,B.Tech. / Mining Engineering,Bachelor of Engineering,Mining Engineering,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01240
L2-02726,"B.Tch, Civil Engineering","B.Tech, Civil Engineering",Bachelor of Engineering,Civil Engineering,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01241
L2-02727,"B.eTch, Civil Engineering","B.Tech, Civil Engineering",Bachelor of Engineering,Civil Engineering,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01241
L2-02728,"BTch, Chemistry","BTech, Chemistry",Bachelor of Engineering,Chemistry,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01242
L2-02729,"BeTch, Chemistry","BTech, Chemistry",Bachelor of Engineering,Chemistry,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01242
L2-02730,4-Yar B.Tech (Textile Engineering),4-Year B.Tech (Textile Engineering),Bachelor of Engineering,Textile Engineering,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01243
L2-02731,4-eYar B.Tech (Textile Engineering),4-Year B.Tech (Textile Engineering),Bachelor of Engineering,Textile Engineering,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01243
L2-02732,4-Year B.Tech (Textile Engine,4-Year B.Tech (Textile Engineering),Bachelor of Engineering,Textile Engineering,UG ENGINEERING,truncated_term,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-01243
L2-02733,BTCH in Food Technology,BTECH in Food Technology,Bachelor of Engineering,Food Technology,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01244
L2-02734,BETCH in Food Technology,BTECH in Food Technology,Bachelor of Engineering,Food Technology,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01244
L2-02735,Bachler of Technology / Environmental Engineering,Bacheler of Technology / Environmental Engineering,Bachelor of Engineering,Environmental Engineering,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01245
L2-02736,Bcaheler of Technology / Environmental Engineering,Bacheler of Technology / Environmental Engineering,Bachelor of Engineering,Environmental Engineering,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01245
L2-02737,Bacheler of Techn0logy / Environmental Engineering,Bacheler of Technology / Environmental Engineering,Bachelor of Engineering,Environmental Engineering,UG ENGINEERING,ocr_confusion,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-01245
L2-02738,B. Tch - Chemical Engineering,B. Tech - Chemical Engineering,Bachelor of Engineering,Chemical Engineering,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01246
L2-02739,B. eTch - Chemical Engineering,B. Tech - Chemical Engineering,Bachelor of Engineering,Chemical Engineering,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01246
L2-02740,B.Tch/BE in Mechanical Engineering,B.Tech/BE in Mechanical Engineering,Bachelor of Engineering,Mechanical Engineering,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01247
L2-02741,B.eTch/BE in Mechanical Engineering,B.Tech/BE in Mechanical Engineering,Bachelor of Engineering,Mechanical Engineering,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01247
L2-02742,"Bachler of Technology, Food Technology","Bacheler of Technology, Food Technology",Bachelor of Engineering,Food Technology,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01248
L2-02743,"Bcaheler of Technology, Food Technology","Bacheler of Technology, Food Technology",Bachelor of Engineering,Food Technology,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01248
L2-02744,"Bacheler of Techn0logy, Food Techn0logy","Bacheler of Technology, Food Technology",Bachelor of Engineering,Food Technology,UG ENGINEERING,ocr_confusion,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-01248
L2-02745,B.NG,B.ENG,Bachelor of Engineering,,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01249
L2-02746,B.NEG,B.ENG,Bachelor of Engineering,,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01249
L2-02747,Bachler of Engineering,Bacheler of Engineering,Bachelor of Engineering,,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01250
L2-02748,Bcaheler of Engineering,Bacheler of Engineering,Bachelor of Engineering,,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01250
L2-02749,Bacheler of Engincering,Bacheler of Engineering,Bachelor of Engineering,,UG ENGINEERING,ocr_confusion,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-01250
L2-02750,Bacheler of Engin,Bacheler of Engineering,Bachelor of Engineering,,UG ENGINEERING,truncated_term,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-01250
L2-02751,"B.Tch., Information Technology","B.Tech., Information Technology",Bachelor of Engineering,Information Technology,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01251
L2-02752,"B.eTch., Information Technology","B.Tech., Information Technology",Bachelor of Engineering,Information Technology,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01251
L2-02753,B. . Hons,B. E. Hons,Bachelor of Engineering,,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01252
L2-02754,B. E. oHns,B. E. Hons,Bachelor of Engineering,,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01252
L2-02755,4-Yar B.Tech - Electrical Engineering,4-Year B.Tech - Electrical Engineering,Bachelor of Engineering,Electrical Engineering,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01253
L2-02756,4-eYar B.Tech - Electrical Engineering,4-Year B.Tech - Electrical Engineering,Bachelor of Engineering,Electrical Engineering,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01253
L2-02757,BTCH / Aerospace Engineering,BTECH / Aerospace Engineering,Bachelor of Engineering,Aerospace Engineering,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01254
L2-02758,BETCH / Aerospace Engineering,BTECH / Aerospace Engineering,Bachelor of Engineering,Aerospace Engineering,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01254
L2-02759,B. Tch - Production Engineering,B. Tech - Production Engineering,Bachelor of Engineering,Production Engineering,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01255
L2-02760,B. eTch - Production Engineering,B. Tech - Production Engineering,Bachelor of Engineering,Production Engineering,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01255
L2-02761,4-Yar B.Tech in Finance,4-Year B.Tech in Finance,Bachelor of Engineering,Finance,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01256
L2-02762,4-eYar B.Tech in Finance,4-Year B.Tech in Finance,Bachelor of Engineering,Finance,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01256
L2-02763,B.Tch/BE (Physics),B.Tech/BE (Physics),Bachelor of Engineering,Physics,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01257
L2-02764,B.eTch/BE (Physics),B.Tech/BE (Physics),Bachelor of Engineering,Physics,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01257
L2-02765,B.Tech/BE (Phy,B.Tech/BE (Physics),Bachelor of Engineering,Physics,UG ENGINEERING,truncated_term,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-01257
L2-02766,"4-Yar B.Tech, Chemistry","4-Year B.Tech, Chemistry",Bachelor of Engineering,Chemistry,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01258
L2-02767,"4-eYar B.Tech, Chemistry","4-Year B.Tech, Chemistry",Bachelor of Engineering,Chemistry,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01258
L2-02768,4-Yar B.Tech / Food Technology,4-Year B.Tech / Food Technology,Bachelor of Engineering,Food Technology,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01259
L2-02769,4-eYar B.Tech / Food Technology,4-Year B.Tech / Food Technology,Bachelor of Engineering,Food Technology,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01259
L2-02770,B.Tch. - Metallurgical Engineering,B.Tech. - Metallurgical Engineering,Bachelor of Engineering,Metallurgical Engineering,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01260
L2-02771,B.eTch. - Metallurgical Engineering,B.Tech. - Metallurgical Engineering,Bachelor of Engineering,Metallurgical Engineering,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01260
L2-02772,Bachler of Technology - Instrumentation Engineering,Bacheler of Technology - Instrumentation Engineering,Bachelor of Engineering,Instrumentation Engineering,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01261
L2-02773,Bcaheler of Technology - Instrumentation Engineering,Bacheler of Technology - Instrumentation Engineering,Bachelor of Engineering,Instrumentation Engineering,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01261
L2-02774,Bacheler of Techn0logy - Instrumentation Engineering,Bacheler of Technology - Instrumentation Engineering,Bachelor of Engineering,Instrumentation Engineering,UG ENGINEERING,ocr_confusion,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-01261
L2-02775,B.Tch (Hons) (Software Engineering),B.Tech (Hons) (Software Engineering),Bachelor of Engineering,,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01262
L2-02776,B.eTch (Hons) (Software Engineering),B.Tech (Hons) (Software Engineering),Bachelor of Engineering,,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01262
L2-02777,B.Tech (Hons) (Software Engine,B.Tech (Hons) (Software Engineering),Bachelor of Engineering,,UG ENGINEERING,truncated_term,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-01262
L2-02778,Bachlor of Engineering (Electrical Engineering),Bachelor of Engineering (Electrical Engineering),Bachelor of Engineering,Electrical Engineering,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01263
L2-02779,Bcahelor of Engineering (Electrical Engineering),Bachelor of Engineering (Electrical Engineering),Bachelor of Engineering,Electrical Engineering,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01263
L2-02780,Bache1or of Engineering (Electrical Engineering),Bachelor of Engineering (Electrical Engineering),Bachelor of Engineering,Electrical Engineering,UG ENGINEERING,ocr_confusion,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-01263
L2-02781,Bachelor of Engineering (Electrical Engine,Bachelor of Engineering (Electrical Engineering),Bachelor of Engineering,Electrical Engineering,UG ENGINEERING,truncated_term,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-01263
L2-02782,"B.Tch, Mathematics","B.Tech, Mathematics",Bachelor of Engineering,Mathematics,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01264
L2-02783,"B.eTch, Mathematics","B.Tech, Mathematics",Bachelor of Engineering,Mathematics,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01264
L2-02784,B.Tch. in Mining Engineering,B.Tech. in Mining Engineering,Bachelor of Engineering,Mining Engineering,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01265
L2-02785,B.eTch. in Mining Engineering,B.Tech. in Mining Engineering,Bachelor of Engineering,Mining Engineering,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01265
L2-02786,B.Tch - Textile Engineering,B.Tech - Textile Engineering,Bachelor of Engineering,Textile Engineering,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01266
L2-02787,B.eTch - Textile Engineering,B.Tech - Textile Engineering,Bachelor of Engineering,Textile Engineering,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01266
L2-02788,Bachlor of Engineering (Environmental Engineering),Bachelor of Engineering (Environmental Engineering),Bachelor of Engineering,Environmental Engineering,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01267
L2-02789,Bcahelor of Engineering (Environmental Engineering),Bachelor of Engineering (Environmental Engineering),Bachelor of Engineering,Environmental Engineering,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01267
L2-02790,Bache1or of Engineering (Environmental Engineering),Bachelor of Engineering (Environmental Engineering),Bachelor of Engineering,Environmental Engineering,UG ENGINEERING,ocr_confusion,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-01267
L2-02791,Bachelor of Engineering (Environmental Engine,Bachelor of Engineering (Environmental Engineering),Bachelor of Engineering,Environmental Engineering,UG ENGINEERING,truncated_term,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-01267
L2-02792,BTCH - Textile Engineering,BTECH - Textile Engineering,Bachelor of Engineering,Textile Engineering,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01268
L2-02793,BETCH - Textile Engineering,BTECH - Textile Engineering,Bachelor of Engineering,Textile Engineering,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01268
L2-02794,"Bachler of Technology, Data Science","Bacheler of Technology, Data Science",Bachelor of Engineering,Data Science,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01269
L2-02795,"Bcaheler of Technology, Data Science","Bacheler of Technology, Data Science",Bachelor of Engineering,Data Science,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01269
L2-02796,"Bacheler of Techn0logy, Data Science","Bacheler of Technology, Data Science",Bachelor of Engineering,Data Science,UG ENGINEERING,ocr_confusion,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-01269
L2-02797,B.Tch/BE / Information Technology,B.Tech/BE / Information Technology,Bachelor of Engineering,Information Technology,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01270
L2-02798,B.eTch/BE / Information Technology,B.Tech/BE / Information Technology,Bachelor of Engineering,Information Technology,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01270
L2-02799,B.Tch. / Production Engineering,B.Tech. / Production Engineering,Bachelor of Engineering,Production Engineering,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01271
L2-02800,B.eTch. / Production Engineering,B.Tech. / Production Engineering,Bachelor of Engineering,Production Engineering,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01271
L2-02801,"BTch, Aerospace Engineering","BTech, Aerospace Engineering",Bachelor of Engineering,Aerospace Engineering,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01272
L2-02802,"BeTch, Aerospace Engineering","BTech, Aerospace Engineering",Bachelor of Engineering,Aerospace Engineering,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01272
L2-02803,Bachlor of Engineering / Chemical Engineering,Bachelor of Engineering / Chemical Engineering,Bachelor of Engineering,Chemical Engineering,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01273
L2-02804,Bcahelor of Engineering / Chemical Engineering,Bachelor of Engineering / Chemical Engineering,Bachelor of Engineering,Chemical Engineering,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01273
L2-02805,Bache1or of Engineering / Chemical Engineering,Bachelor of Engineering / Chemical Engineering,Bachelor of Engineering,Chemical Engineering,UG ENGINEERING,ocr_confusion,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-01273
L2-02806,B.Tch (Hons) / Data Science,B.Tech (Hons) / Data Science,Bachelor of Engineering,Data Science,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01274
L2-02807,B.eTch (Hons) / Data Science,B.Tech (Hons) / Data Science,Bachelor of Engineering,Data Science,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01274
L2-02808,4-Yar B.Tech in Metallurgical Engineering,4-Year B.Tech in Metallurgical Engineering,Bachelor of Engineering,Metallurgical Engineering,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01275
L2-02809,4-eYar B.Tech in Metallurgical Engineering,4-Year B.Tech in Metallurgical Engineering,Bachelor of Engineering,Metallurgical Engineering,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01275
L2-02810,Bachler of Technology / Chemistry,Bacheler of Technology / Chemistry,Bachelor of Engineering,Chemistry,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01276
L2-02811,Bcaheler of Technology / Chemistry,Bacheler of Technology / Chemistry,Bachelor of Engineering,Chemistry,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01276
L2-02812,Bacheler of Techn0logy / Chemistry,Bacheler of Technology / Chemistry,Bachelor of Engineering,Chemistry,UG ENGINEERING,ocr_confusion,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-01276
L2-02813,B. Tch (Data Science),B. Tech (Data Science),Bachelor of Engineering,Data Science,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01277
L2-02814,B. eTch (Data Science),B. Tech (Data Science),Bachelor of Engineering,Data Science,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01277
L2-02815,B. Tech (Data Scie,B. Tech (Data Science),Bachelor of Engineering,Data Science,UG ENGINEERING,truncated_term,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-01277
L2-02816,B.Tch/BE in Textile Engineering,B.Tech/BE in Textile Engineering,Bachelor of Engineering,Textile Engineering,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01278
L2-02817,B.eTch/BE in Textile Engineering,B.Tech/BE in Textile Engineering,Bachelor of Engineering,Textile Engineering,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01278
L2-02818,be hns,be hons,Bachelor of Engineering,,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01279
L2-02819,be ohns,be hons,Bachelor of Engineering,,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01279
L2-02820,"B.Tch, Environmental Engineering","B.Tech, Environmental Engineering",Bachelor of Engineering,Environmental Engineering,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01280
L2-02821,"B.eTch, Environmental Engineering","B.Tech, Environmental Engineering",Bachelor of Engineering,Environmental Engineering,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01280
L2-02822,B. Tch (Mathematics),B. Tech (Mathematics),Bachelor of Engineering,Mathematics,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01281
L2-02823,B. eTch (Mathematics),B. Tech (Mathematics),Bachelor of Engineering,Mathematics,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01281
L2-02824,B. Tech (Mathe,B. Tech (Mathematics),Bachelor of Engineering,Mathematics,UG ENGINEERING,truncated_term,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-01281
L2-02825,"B.Tch (Hons), Physics","B.Tech (Hons), Physics",Bachelor of Engineering,,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01282
L2-02826,"B.eTch (Hons), Physics","B.Tech (Hons), Physics",Bachelor of Engineering,,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01282
L2-02827,"B.Tech (Hons), Phy","B.Tech (Hons), Physics",Bachelor of Engineering,,UG ENGINEERING,truncated_term,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-01282
L2-02828,B.Tch/BE - Chemistry,B.Tech/BE - Chemistry,Bachelor of Engineering,Chemistry,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01283
L2-02829,B.eTch/BE - Chemistry,B.Tech/BE - Chemistry,Bachelor of Engineering,Chemistry,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01283
L2-02830,B.Tch / Chemistry,B.Tech / Chemistry,Bachelor of Engineering,Chemistry,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01284
L2-02831,B.eTch / Chemistry,B.Tech / Chemistry,Bachelor of Engineering,Chemistry,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01284
L2-02832,B. Tch - Business Administration,B. Tech - Business Administration,Bachelor of Engineering,Business Administration,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01285
L2-02833,B. eTch - Business Administration,B. Tech - Business Administration,Bachelor of Engineering,Business Administration,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01285
L2-02834,Bachler of Technology (Electrical Engineering),Bacheler of Technology (Electrical Engineering),Bachelor of Engineering,Electrical Engineering,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01286
L2-02835,Bcaheler of Technology (Electrical Engineering),Bacheler of Technology (Electrical Engineering),Bachelor of Engineering,Electrical Engineering,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01286
L2-02836,Bacheler of Techn0logy (Electrical Engineering),Bacheler of Technology (Electrical Engineering),Bachelor of Engineering,Electrical Engineering,UG ENGINEERING,ocr_confusion,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-01286
L2-02837,Bacheler of Technology (Electrical Engine,Bacheler of Technology (Electrical Engineering),Bachelor of Engineering,Electrical Engineering,UG ENGINEERING,truncated_term,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-01286
L2-02838,"Bachlor of Engineering, Artificial Intelligence and Machine Learning","Bachelor of Engineering, Artificial Intelligence and Machine Learning",Bachelor of Engineering,Artificial Intelligence and Machine Learning,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-01287
