raw_input,expected_degree,predicted_degree,expected_field,predicted_field,status,layer_used,confidence,fuzzy_score,error_category
IN BBAHONS (Hons),Bachelor of Business Administration,Bachelor of Arts,,,fuzzy_matched,L2,0.9231,92.3,wrong_degree
IN BBAHONS with Honours,Bachelor of Business Administration,IN BBAHONS with Honours,,,review_needed,L3,0.62,62.0,wrong_degree
B B A Hons qualification,Bachelor of Business Administration,B B A Hons qualification,,,review_needed,L3,0.5,50.0,wrong_degree
B B A Hons with Honours,Bachelor of Business Administration,B B A Hons with Honours,,,review_needed,L3,0.5,50.0,wrong_degree
Indian B B A Hons degree,Bachelor of Business Administration,Hons,,,review_needed,L3,0.5,50.0,wrong_degree
Indian B B A Hons qualification,Bachelor of Business Administration,Indian B B A Hons qualification,,,review_needed,L3,0.5,50.0,wrong_degree
Indian B B A Hons with Honours,Bachelor of Business Administration,Indian B B A Hons with Honours,,,review_needed,L3,0.5,50.0,wrong_degree
India B B A Hons degree,Bachelor of Business Administration,Hons,,,review_needed,L3,0.5,50.0,wrong_degree
India B B A Hons qualification,Bachelor of Business Administration,India B B A Hons qualification,,,review_needed,L3,0.5,50.0,wrong_degree
India B B A Hons (India),Bachelor of Business Administration,,,,review_needed,L3,0.35,35.0,wrong_degree
India B B A Hons (IN),Bachelor of Business Administration,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India B B A Hons (3-4 years),Bachelor of Business Administration,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India B B A Hons (Hons),Bachelor of Business Administration,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India B B A Hons with Honours,Bachelor of Business Administration,India B B A Hons with Honours,,,review_needed,L3,0.5,50.0,wrong_degree
IN B B A Hons qualification,Bachelor of Business Administration,IN B B A Hons qualification,,,review_needed,L3,0.62,62.0,wrong_degree
IN B B A Hons with Honours,Bachelor of Business Administration,IN B B A Hons with Honours,,,review_needed,L3,0.62,62.0,wrong_degree
Indian Bachelor of Business Administration (Hons) degree,Bachelor of Business Administration,Bachelor of Engineering,,,review_needed,L2,0.875,87.5,wrong_degree
Indian Bachelor of Business Administration (Hons) with Honours,Bachelor of Business Administration,Bachelor of Engineering,,,review_needed,L2,0.8363,83.6,wrong_degree
India Bachelor of Business Administration (Hons) degree,Bachelor of Business Administration,Bachelor of Engineering,,,fuzzy_matched,L2,0.8842,88.4,wrong_degree
B C O M,Bachelor of Commerce,Bachelor of Medicine and Bachelor of Surgery,,,review_needed,L2,0.7375,73.8,wrong_degree
B C O M qualification,Bachelor of Commerce,B C O M qualification,,,review_needed,L3,0.5,50.0,wrong_degree
B C O M (India),Bachelor of Commerce,Bachelor of Medicine and Bachelor of Surgery,,,review_needed,L2,0.7375,73.8,wrong_degree
B C O M (IN),Bachelor of Commerce,Bachelor of Medicine and Bachelor of Surgery,,,review_needed,L2,0.7375,73.8,wrong_degree
B C O M (3-4 years),Bachelor of Commerce,Bachelor of Medicine and Bachelor of Surgery,,,review_needed,L2,0.7375,73.8,wrong_degree
B C O M (Hons),Bachelor of Commerce,Bachelor of Medicine and Bachelor of Surgery,,,review_needed,L2,0.7375,73.8,wrong_degree
B C O M with Honours,Bachelor of Commerce,B C O M with Honours,,,review_needed,L3,0.5,50.0,wrong_degree
Indian B C O M,Bachelor of Commerce,Indian B C O M,,,review_needed,L3,0.5,50.0,wrong_degree
Indian B C O M degree,Bachelor of Commerce,Indian B C O M degree,,,review_needed,L3,0.5,50.0,wrong_degree
Indian B C O M qualification,Bachelor of Commerce,Indian B C O M qualification,,,review_needed,L3,0.5,50.0,wrong_degree
Indian B C O M (India),Bachelor of Commerce,,,,review_needed,L3,0.35,35.0,wrong_degree
Indian B C O M (IN),Bachelor of Commerce,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian B C O M (3-4 years),Bachelor of Commerce,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian B C O M (Hons),Bachelor of Commerce,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian B C O M with Honours,Bachelor of Commerce,Indian B C O M with Honours,,,review_needed,L3,0.5,50.0,wrong_degree
India B C O M,Bachelor of Commerce,India B C O M,,,review_needed,L3,0.5,50.0,wrong_degree
India B C O M degree,Bachelor of Commerce,India B C O M degree,,,review_needed,L3,0.5,50.0,wrong_degree
India B C O M qualification,Bachelor of Commerce,India B C O M qualification,,,review_needed,L3,0.5,50.0,wrong_degree
India B C O M (India),Bachelor of Commerce,,,,review_needed,L3,0.35,35.0,wrong_degree
India B C O M (IN),Bachelor of Commerce,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India B C O M (3-4 years),Bachelor of Commerce,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India B C O M (Hons),Bachelor of Commerce,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India B C O M with Honours,Bachelor of Commerce,India B C O M with Honours,,,review_needed,L3,0.5,50.0,wrong_degree
IN B C O M,Bachelor of Commerce,Bachelor of Medicine and Bachelor of Surgery,,,review_needed,L2,0.7375,73.8,wrong_degree
IN B C O M degree,Bachelor of Commerce,IN B C O M degree,,,review_needed,L3,0.62,62.0,wrong_degree
IN B C O M qualification,Bachelor of Commerce,IN B C O M qualification,,,review_needed,L3,0.62,62.0,wrong_degree
IN B C O M (India),Bachelor of Commerce,Bachelor of Medicine and Bachelor of Surgery,,,review_needed,L2,0.7375,73.8,wrong_degree
IN B C O M (IN),Bachelor of Commerce,Bachelor of Medicine and Bachelor of Surgery,,,review_needed,L2,0.7375,73.8,wrong_degree
IN B C O M (3-4 years),Bachelor of Commerce,Bachelor of Medicine and Bachelor of Surgery,,,review_needed,L2,0.7375,73.8,wrong_degree
IN B C O M (Hons),Bachelor of Commerce,Bachelor of Medicine and Bachelor of Surgery,,,review_needed,L2,0.7375,73.8,wrong_degree
IN B C O M with Honours,Bachelor of Commerce,IN B C O M with Honours,,,review_needed,L3,0.62,62.0,wrong_degree
B Com qualification,Bachelor of Commerce,B Com qualification,,,review_needed,L3,0.5,50.0,wrong_degree
B Com with Honours,Bachelor of Commerce,B Com with Honours,,,review_needed,L3,0.5,50.0,wrong_degree
Indian B Com degree,Bachelor of Commerce,Indian B Com degree,,,review_needed,L3,0.5,50.0,wrong_degree
Indian B Com qualification,Bachelor of Commerce,Indian B Com qualification,,,review_needed,L3,0.5,50.0,wrong_degree
Indian B Com with Honours,Bachelor of Commerce,Indian B Com with Honours,,,review_needed,L3,0.5,50.0,wrong_degree
India B Com degree,Bachelor of Commerce,India B Com degree,,,review_needed,L3,0.5,50.0,wrong_degree
India B Com qualification,Bachelor of Commerce,India B Com qualification,,,review_needed,L3,0.5,50.0,wrong_degree
India B Com with Honours,Bachelor of Commerce,India B Com with Honours,,,review_needed,L3,0.5,50.0,wrong_degree
IN B Com qualification,Bachelor of Commerce,IN B Com qualification,,,review_needed,L3,0.62,62.0,wrong_degree
IN B Com with Honours,Bachelor of Commerce,IN B Com with Honours,,,review_needed,L3,0.62,62.0,wrong_degree
B. Com Hons qualification,Bachelor of Commerce,B. Com Hons qualification,,,review_needed,L3,0.5,50.0,wrong_degree
B. Com Hons with Honours,Bachelor of Commerce,B. Com Hons with Honours,,,review_needed,L3,0.5,50.0,wrong_degree
Indian B. Com Hons degree,Bachelor of Commerce,Indian B. Com Hons degree,,,review_needed,L3,0.5,50.0,wrong_degree
Indian B. Com Hons qualification,Bachelor of Commerce,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian B. Com Hons with Honours,Bachelor of Commerce,Indian B. Com Hons with Honours,,,review_needed,L3,0.5,50.0,wrong_degree
India B. Com Hons degree,Bachelor of Commerce,India B. Com Hons degree,,,review_needed,L3,0.5,50.0,wrong_degree
India B. Com Hons qualification,Bachelor of Commerce,India B. Com Hons qualification,,,review_needed,L3,0.5,50.0,wrong_degree
India B. Com Hons with Honours,Bachelor of Commerce,India B. Com Hons with Honours,,,review_needed,L3,0.5,50.0,wrong_degree
IN B. Com Hons qualification,Bachelor of Commerce,IN B. Com Hons qualification,,,review_needed,L3,0.5,50.0,wrong_degree
IN B. Com Hons with Honours,Bachelor of Commerce,IN B. Com Hons with Honours,,,review_needed,L3,0.5,50.0,wrong_degree
BCOMHONS qualification,Bachelor of Commerce,BCOMHONS qualification,,,review_needed,L3,0.5,50.0,wrong_degree
Indian BCOMHONS degree,Bachelor of Commerce,Indian BCOMHONS degree,,,review_needed,L3,0.5,50.0,wrong_degree
Indian BCOMHONS qualification,Bachelor of Commerce,Indian BCOMHONS qualification,,,review_needed,L3,0.5,50.0,wrong_degree
Indian BCOMHONS with Honours,Bachelor of Commerce,Indian BCOMHONS with Honours,,,review_needed,L3,0.5,50.0,wrong_degree
India BCOMHONS degree,Bachelor of Commerce,India BCOMHONS degree,,,review_needed,L3,0.5,50.0,wrong_degree
India BCOMHONS qualification,Bachelor of Commerce,India BCOMHONS qualification,,,review_needed,L3,0.5,50.0,wrong_degree
IN BCOMHONS qualification,Bachelor of Commerce,IN BCOMHONS qualification,,,review_needed,L3,0.62,62.0,wrong_degree
BachelorofCommerce qualification,Bachelor of Commerce,Bachelor of Computer Applications,,,review_needed,L2,0.7742,77.4,wrong_degree
Indian BachelorofCommerce qualification,Bachelor of Commerce,Bachelor of Science,,,review_needed,L3,0.5,50.0,wrong_degree
India BachelorofCommerce qualification,Bachelor of Commerce,Bachelor of Computer Applications,,,review_needed,L2,0.7059,70.6,wrong_degree
IN BachelorofCommerce qualification,Bachelor of Commerce,Bachelor of Computer Applications,,,review_needed,L2,0.7742,77.4,wrong_degree
B.Com (Hons) Hons qualification,Bachelor of Commerce,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
B.Com (Hons) Hons with Honours,Bachelor of Commerce,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian B.Com (Hons) Hons degree,Bachelor of Commerce,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian B.Com (Hons) Hons qualification,Bachelor of Commerce,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian B.Com (Hons) Hons (India),Bachelor of Commerce,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian B.Com (Hons) Hons (IN),Bachelor of Commerce,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian B.Com (Hons) Hons (3-4 years),Bachelor of Commerce,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian B.Com (Hons) Hons (Hons),Bachelor of Commerce,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian B.Com (Hons) Hons with Honours,Bachelor of Commerce,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India B.Com (Hons) Hons degree,Bachelor of Commerce,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India B.Com (Hons) Hons qualification,Bachelor of Commerce,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India B.Com (Hons) Hons with Honours,Bachelor of Commerce,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN B.Com (Hons) Hons qualification,Bachelor of Commerce,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN B.Com (Hons) Hons with Honours,Bachelor of Commerce,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
B C A qualification,Bachelor of Computer Applications,B C A qualification,,,review_needed,L3,0.5,50.0,wrong_degree
B C A with Honours,Bachelor of Computer Applications,B C A with Honours,,,review_needed,L3,0.5,50.0,wrong_degree
Indian B C A degree,Bachelor of Computer Applications,Indian B C A degree,,,review_needed,L3,0.5,50.0,wrong_degree
Indian B C A qualification,Bachelor of Computer Applications,Indian B C A qualification,,,review_needed,L3,0.5,50.0,wrong_degree
Indian B C A with Honours,Bachelor of Computer Applications,Indian B C A with Honours,,,review_needed,L3,0.5,50.0,wrong_degree
India B C A degree,Bachelor of Computer Applications,India B C A degree,,,review_needed,L3,0.5,50.0,wrong_degree
India B C A qualification,Bachelor of Computer Applications,India B C A qualification,,,review_needed,L3,0.5,50.0,wrong_degree
India B C A with Honours,Bachelor of Computer Applications,India B C A with Honours,,,review_needed,L3,0.5,50.0,wrong_degree
IN B C A qualification,Bachelor of Computer Applications,IN B C A qualification,,,review_needed,L3,0.62,62.0,wrong_degree
IN B C A with Honours,Bachelor of Computer Applications,IN B C A with Honours,,,review_needed,L3,0.62,62.0,wrong_degree
B C A (Hons) qualification,Bachelor of Computer Applications,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
B C A (Hons) with Honours,Bachelor of Computer Applications,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian B C A (Hons) degree,Bachelor of Computer Applications,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian B C A (Hons) qualification,Bachelor of Computer Applications,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian B C A (Hons) with Honours,Bachelor of Computer Applications,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India B C A (Hons) degree,Bachelor of Computer Applications,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India B C A (Hons) qualification,Bachelor of Computer Applications,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India B C A (Hons) with Honours,Bachelor of Computer Applications,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN B C A (Hons) qualification,Bachelor of Computer Applications,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN B C A (Hons) with Honours,Bachelor of Computer Applications,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
BCAHONS,Bachelor of Computer Applications,Bachelor of Arts,,,fuzzy_matched,L2,0.9231,92.3,wrong_degree
BCAHONS degree,Bachelor of Computer Applications,BCAHONS degree,,,review_needed,L3,0.5,50.0,wrong_degree
BCAHONS qualification,Bachelor of Computer Applications,BCAHONS qualification,,,review_needed,L3,0.5,50.0,wrong_degree
BCAHONS (India),Bachelor of Computer Applications,Bachelor of Arts,,,fuzzy_matched,L2,0.9231,92.3,wrong_degree
BCAHONS (IN),Bachelor of Computer Applications,Bachelor of Arts,,,fuzzy_matched,L2,0.9231,92.3,wrong_degree
BCAHONS (3-4 years),Bachelor of Computer Applications,Bachelor of Arts,,,fuzzy_matched,L2,0.9231,92.3,wrong_degree
BCAHONS (Hons),Bachelor of Computer Applications,Bachelor of Arts,,,fuzzy_matched,L2,0.9231,92.3,wrong_degree
BCAHONS with Honours,Bachelor of Computer Applications,BCAHONS with Honours,,,review_needed,L3,0.5,50.0,wrong_degree
Indian BCAHONS,Bachelor of Computer Applications,Indian BCAHONS,,,review_needed,L3,0.5,50.0,wrong_degree
Indian BCAHONS degree,Bachelor of Computer Applications,Indian BCAHONS degree,,,review_needed,L3,0.5,50.0,wrong_degree
Indian BCAHONS qualification,Bachelor of Computer Applications,Indian BCAHONS qualification,,,review_needed,L3,0.5,50.0,wrong_degree
Indian BCAHONS (India),Bachelor of Computer Applications,,,,review_needed,L3,0.35,35.0,wrong_degree
Indian BCAHONS (IN),Bachelor of Computer Applications,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian BCAHONS (3-4 years),Bachelor of Computer Applications,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian BCAHONS (Hons),Bachelor of Computer Applications,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian BCAHONS with Honours,Bachelor of Computer Applications,Indian BCAHONS with Honours,,,review_needed,L3,0.5,50.0,wrong_degree
India BCAHONS,Bachelor of Computer Applications,India BCAHONS,,,review_needed,L3,0.5,50.0,wrong_degree
India BCAHONS degree,Bachelor of Computer Applications,India BCAHONS degree,,,review_needed,L3,0.5,50.0,wrong_degree
India BCAHONS qualification,Bachelor of Computer Applications,India BCAHONS qualification,,,review_needed,L3,0.5,50.0,wrong_degree
India BCAHONS (India),Bachelor of Computer Applications,,,,review_needed,L3,0.35,35.0,wrong_degree
India BCAHONS (IN),Bachelor of Computer Applications,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India BCAHONS (3-4 years),Bachelor of Computer Applications,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India BCAHONS (Hons),Bachelor of Computer Applications,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India BCAHONS with Honours,Bachelor of Computer Applications,India BCAHONS with Honours,,,review_needed,L3,0.5,50.0,wrong_degree
IN BCAHONS,Bachelor of Computer Applications,Bachelor of Arts,,,fuzzy_matched,L2,0.9231,92.3,wrong_degree
IN BCAHONS degree,Bachelor of Computer Applications,IN BCAHONS degree,,,review_needed,L3,0.62,62.0,wrong_degree
IN BCAHONS qualification,Bachelor of Computer Applications,IN BCAHONS qualification,,,review_needed,L3,0.62,62.0,wrong_degree
IN BCAHONS (India),Bachelor of Computer Applications,Bachelor of Arts,,,fuzzy_matched,L2,0.9231,92.3,wrong_degree
IN BCAHONS (IN),Bachelor of Computer Applications,Bachelor of Arts,,,fuzzy_matched,L2,0.9231,92.3,wrong_degree
IN BCAHONS (3-4 years),Bachelor of Computer Applications,Bachelor of Arts,,,fuzzy_matched,L2,0.9231,92.3,wrong_degree
IN BCAHONS (Hons),Bachelor of Computer Applications,Bachelor of Arts,,,fuzzy_matched,L2,0.9231,92.3,wrong_degree
IN BCAHONS with Honours,Bachelor of Computer Applications,IN BCAHONS with Honours,,,review_needed,L3,0.62,62.0,wrong_degree
B.C.A. (Hons) qualification,Bachelor of Computer Applications,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
B.C.A. (Hons) with Honours,Bachelor of Computer Applications,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian B.C.A. (Hons) degree,Bachelor of Computer Applications,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian B.C.A. (Hons) qualification,Bachelor of Computer Applications,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian B.C.A. (Hons) (India),Bachelor of Computer Applications,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian B.C.A. (Hons) (IN),Bachelor of Computer Applications,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian B.C.A. (Hons) (3-4 years),Bachelor of Computer Applications,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian B.C.A. (Hons) (Hons),Bachelor of Computer Applications,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian B.C.A. (Hons) with Honours,Bachelor of Computer Applications,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India B.C.A. (Hons) degree,Bachelor of Computer Applications,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India B.C.A. (Hons) qualification,Bachelor of Computer Applications,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India B.C.A. (Hons) (India),Bachelor of Computer Applications,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India B.C.A. (Hons) (IN),Bachelor of Computer Applications,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India B.C.A. (Hons) (3-4 years),Bachelor of Computer Applications,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India B.C.A. (Hons) (Hons),Bachelor of Computer Applications,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India B.C.A. (Hons) with Honours,Bachelor of Computer Applications,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN B.C.A. (Hons) degree,Bachelor of Computer Applications,,,,review_needed,L3,0.35,35.0,wrong_degree
IN B.C.A. (Hons) qualification,Bachelor of Computer Applications,,,,review_needed,L3,0.35,35.0,wrong_degree
IN B.C.A. (Hons) with Honours,Bachelor of Computer Applications,,,,review_needed,L3,0.35,35.0,wrong_degree
Indian B E,Bachelor of Engineering,Indian B E,,,review_needed,L3,0.5,50.0,wrong_degree
Indian B E degree,Bachelor of Engineering,Indian B E degree,,,review_needed,L3,0.5,50.0,wrong_degree
Indian B E qualification,Bachelor of Engineering,Indian B E qualification,,,review_needed,L3,0.5,50.0,wrong_degree
Indian B E (India),Bachelor of Engineering,,,,review_needed,L3,0.35,35.0,wrong_degree
Indian B E (IN),Bachelor of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian B E (3-4 years),Bachelor of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian B E (Hons),Bachelor of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian B E with Honours,Bachelor of Engineering,Indian B E with Honours,,,review_needed,L3,0.5,50.0,wrong_degree
India B E,Bachelor of Engineering,India B E,,,review_needed,L3,0.5,50.0,wrong_degree
India B E degree,Bachelor of Engineering,India B E degree,,,review_needed,L3,0.5,50.0,wrong_degree
India B E qualification,Bachelor of Engineering,India B E qualification,,,review_needed,L3,0.5,50.0,wrong_degree
India B E (India),Bachelor of Engineering,,,,review_needed,L3,0.35,35.0,wrong_degree
India B E (IN),Bachelor of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India B E (3-4 years),Bachelor of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India B E (Hons),Bachelor of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India B E with Honours,Bachelor of Engineering,India B E with Honours,,,review_needed,L3,0.5,50.0,wrong_degree
IN B E degree,Bachelor of Engineering,IN B E degree,,,review_needed,L3,0.62,62.0,wrong_degree
IN B E qualification,Bachelor of Engineering,IN B E qualification,,,review_needed,L3,0.62,62.0,wrong_degree
IN B E with Honours,Bachelor of Engineering,IN B E with Honours,,,review_needed,L3,0.62,62.0,wrong_degree
Tecnology of Engineering,Bachelor of Engineering,Master of Engineering,,,review_needed,L2,0.7869,78.7,wrong_degree
Tecnology of Engineering degree,Bachelor of Engineering,Bachelor of Technology,,,review_needed,L2,0.7733,77.3,wrong_degree
Tecnology of Engineering qualification,Bachelor of Engineering,Master of Technology,,,review_needed,L2,0.7654,76.5,wrong_degree
Tecnology of Engineering (India),Bachelor of Engineering,Master of Engineering,,,review_needed,L2,0.7869,78.7,wrong_degree
Tecnology of Engineering (IN),Bachelor of Engineering,Master of Engineering,,,review_needed,L2,0.7869,78.7,wrong_degree
Tecnology of Engineering (3-4 years),Bachelor of Engineering,Master of Engineering,,,review_needed,L2,0.7869,78.7,wrong_degree
Tecnology of Engineering (Hons),Bachelor of Engineering,Master of Engineering,,,review_needed,L2,0.7869,78.7,wrong_degree
Tecnology of Engineering with Honours,Bachelor of Engineering,Master of Engineering,,,review_needed,L2,0.7568,75.7,wrong_degree
Indian Tecnology of Engineering,Bachelor of Engineering,Master of Technology,,,review_needed,L2,0.8286,82.9,wrong_degree
Indian Tecnology of Engineering degree,Bachelor of Engineering,Bachelor of Technology,,,review_needed,L2,0.8101,81.0,wrong_degree
Indian Tecnology of Engineering qualification,Bachelor of Engineering,Master of Technology,,,review_needed,L2,0.75,75.0,wrong_degree
Indian Tecnology of Engineering (India),Bachelor of Engineering,Master of Technology,,,review_needed,L2,0.8286,82.9,wrong_degree
Indian Tecnology of Engineering (IN),Bachelor of Engineering,Master of Technology,,,review_needed,L2,0.8286,82.9,wrong_degree
Indian Tecnology of Engineering (3-4 years),Bachelor of Engineering,Master of Technology,,,review_needed,L2,0.8286,82.9,wrong_degree
Indian Tecnology of Engineering (Hons),Bachelor of Engineering,Master of Technology,,,review_needed,L2,0.8286,82.9,wrong_degree
Indian Tecnology of Engineering with Honours,Bachelor of Engineering,Master of Technology,,,review_needed,L2,0.747,74.7,wrong_degree
India Tecnology of Engineering,Bachelor of Engineering,Master of Technology,,,review_needed,L2,0.8116,81.2,wrong_degree
India Tecnology of Engineering degree,Bachelor of Engineering,Bachelor of Technology,,,review_needed,L2,0.7949,79.5,wrong_degree
India Tecnology of Engineering qualification,Bachelor of Engineering,Master of Technology,,,review_needed,L2,0.7586,75.9,wrong_degree
India Tecnology of Engineering (India),Bachelor of Engineering,Master of Technology,,,review_needed,L2,0.8116,81.2,wrong_degree
India Tecnology of Engineering (IN),Bachelor of Engineering,Master of Technology,,,review_needed,L2,0.8116,81.2,wrong_degree
India Tecnology of Engineering (3-4 years),Bachelor of Engineering,Master of Technology,,,review_needed,L2,0.8116,81.2,wrong_degree
India Tecnology of Engineering (Hons),Bachelor of Engineering,Master of Technology,,,review_needed,L2,0.8116,81.2,wrong_degree
India Tecnology of Engineering with Honours,Bachelor of Engineering,Master of Technology,,,review_needed,L2,0.7317,73.2,wrong_degree
IN Tecnology of Engineering,Bachelor of Engineering,Master of Engineering,,,review_needed,L2,0.7869,78.7,wrong_degree
IN Tecnology of Engineering degree,Bachelor of Engineering,Bachelor of Technology,,,review_needed,L2,0.7733,77.3,wrong_degree
IN Tecnology of Engineering qualification,Bachelor of Engineering,Master of Technology,,,review_needed,L2,0.7654,76.5,wrong_degree
IN Tecnology of Engineering (India),Bachelor of Engineering,Master of Engineering,,,review_needed,L2,0.7869,78.7,wrong_degree
IN Tecnology of Engineering (IN),Bachelor of Engineering,Master of Engineering,,,review_needed,L2,0.7869,78.7,wrong_degree
IN Tecnology of Engineering (3-4 years),Bachelor of Engineering,Master of Engineering,,,review_needed,L2,0.7869,78.7,wrong_degree
IN Tecnology of Engineering (Hons),Bachelor of Engineering,Master of Engineering,,,review_needed,L2,0.7869,78.7,wrong_degree
IN Tecnology of Engineering with Honours,Bachelor of Engineering,Master of Engineering,,,review_needed,L2,0.7568,75.7,wrong_degree
B. E. (Hons) qualification,Bachelor of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
B. E. (Hons) with Honours,Bachelor of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian B. E. (Hons) degree,Bachelor of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian B. E. (Hons) qualification,Bachelor of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian B. E. (Hons) (India),Bachelor of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian B. E. (Hons) (IN),Bachelor of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian B. E. (Hons) (3-4 years),Bachelor of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian B. E. (Hons) (Hons),Bachelor of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian B. E. (Hons) with Honours,Bachelor of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India B. E. (Hons) degree,Bachelor of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India B. E. (Hons) qualification,Bachelor of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India B. E. (Hons) (India),Bachelor of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India B. E. (Hons) (IN),Bachelor of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India B. E. (Hons) (3-4 years),Bachelor of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India B. E. (Hons) (Hons),Bachelor of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India B. E. (Hons) with Honours,Bachelor of Engineering,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN B. E. (Hons) degree,Bachelor of Engineering,,,,review_needed,L3,0.35,35.0,wrong_degree
