raw_input,expected_degree,predicted_degree,expected_field,predicted_field,status,layer_used,confidence,fuzzy_score,error_category
I completed my B Sc in Bio Informatics from Jadavpur University in 2020.,Bachelor of Science,,Bioinformatics,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Currently pursuing BSC with specialization in computationalbiology at VIT Vellore.,Bachelor of Science,,Bioinformatics,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
"Education: bachelor of science, bioinformatics, IIT Delhi, batch of 2023.",Bachelor of Science,Bachelor of Science,Bioinformatics,,review_needed,L2,0.8071,80.7,wrong_field
Graduate of Delhi University; qualification B  Sc (Bioinformatics).,Bachelor of Science,,Bioinformatics,Bioinformatics,review_needed,L3_stub,0.35,35,wrong_degree
I completed my BSC in zoo from VIT Vellore in 2021.,Bachelor of Science,,Zoology,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Currently pursuing Bachelor of Science with specialization in Zoo at Manipal University.,Bachelor of Science,Bachelor of Science with specialization,Zoology,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
"Education: B  Sc, zoology, Delhi University, batch of 2024.",Bachelor of Science,,Zoology,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of University of Mumbai; qualification BSC Hons (zoo).,Bachelor of Science,,Zoology,Zoology,review_needed,L3_stub,0.35,35,wrong_degree
Currently pursuing bachelor of science with specialization in botany at IIT Delhi.,Bachelor of Science,bachelor of science with specialization,Botany,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
Ananya holds a B  Sc degree in Botany.,Bachelor of Science,B  Sc degree,Botany,Botany,review_needed,L3_stub,0.35,35,wrong_degree
"Education: BSC Hons, plantscience, University of Mumbai, batch of 2025.",Bachelor of Science,,Botany,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of Anna University; qualification B.Sc. (Hons) (Plant Science).,Bachelor of Science,,Botany,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
B.Sc. Hons - botany - Pune University - 2016,Bachelor of Science,Bachelor of Science,Botany,,resolved,L1,1.0,100,wrong_field
I completed my bachelor of science in Geology from IIT Delhi in 2023.,Bachelor of Science,Bachelor of Science,Geology,,review_needed,L2,0.8009,80.1,wrong_field
Currently pursuing B  Sc with specialization in geology at Delhi University.,Bachelor of Science,,Geology,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Riya holds a BSC Hons degree in earthscience.,Bachelor of Science,BSC Hons degree,Geology,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
"Education: B.Sc. (Hons), Earth Science, Anna University, batch of 2026.",Bachelor of Science,,Geology,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of Pune University; qualification B.Sc. Hons (Geology).,Bachelor of Science,,Geology,Geology,review_needed,L3_stub,0.35,35,wrong_degree
bsc hons - geology - Amity University - 2017,Bachelor of Science,Bachelor of Science,Geology,,resolved,L1,1.0,100,wrong_field
I completed my B  Sc in Environmental Studies from Delhi University in 2024.,Bachelor of Science,,Environmental Science,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Currently pursuing BSC Hons with specialization in environmentalscience at University of Mumbai.,Bachelor of Science,,Environmental Science,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Kabir holds a B.Sc. (Hons) degree in Environmental Science.,Bachelor of Science,,Environmental Science,Environmental Science,review_needed,L3_stub,0.35,35,wrong_degree
"Education: B.Sc. Hons, Env Science, Pune University, batch of 2016.",Bachelor of Science,,Environmental Science,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of Amity University; qualification bsc hons (envscience).,Bachelor of Science,,Environmental Science,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
BSC - environmentalstudies - IIM Ahmedabad - 2018,Bachelor of Science,Bachelor of Science,Environmental Science,,resolved,L1,1.0,100,wrong_field
I completed my BSC Hons in computerscandengg from University of Mumbai in 2025.,Bachelor of Science,,Computer Science and Engineering,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Currently pursuing B.Sc. (Hons) with specialization in Computer Sc. & Engg at Anna University.,Bachelor of Science,,Computer Science and Engineering,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Neha holds a B.Sc. Hons degree in CS&E.,Bachelor of Science,B.Sc. Hons degree,Computer Science and Engineering,Computer Science and Engineering,review_needed,L3_stub,0.35,35,wrong_degree
"Education: bsc hons, csande, Amity University, batch of 2017.",Bachelor of Science,,Computer Science and Engineering,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of IIM Ahmedabad; qualification BSC (computerscienceandengineering).,Bachelor of Science,,Computer Science and Engineering,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
I completed my B.Sc. (Hons) in Information Science from Anna University in 2026.,Bachelor of Science,,Information Technology,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Currently pursuing B.Sc. Hons with specialization in informationscience at Pune University.,Bachelor of Science,,Information Technology,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Arjun holds a bsc hons degree in is.,Bachelor of Science,bsc hons degree,Information Technology,Information Technology,review_needed,L3_stub,0.35,35,wrong_degree
"Education: BSC, IS, IIM Ahmedabad, batch of 2018.",Bachelor of Science,,Information Technology,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of Jadavpur University; qualification B. Sc (I.S.).,Bachelor of Science,,Information Technology,Information Technology,review_needed,L3_stub,0.35,35,wrong_degree
I completed my B.Sc. Hons in nursing from Pune University in 2016.,Bachelor of Science,,Nursing,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Currently pursuing bsc hons with specialization in Nursing at Amity University.,Bachelor of Science,,Nursing,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Isha holds a BSC degree in bscnursing.,Bachelor of Science,BSC degree,Nursing,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
"Education: B. Sc, BSc Nursing, Jadavpur University, batch of 2019.",Bachelor of Science,,Nursing,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of VIT Vellore; qualification B. SC (nursing).,Bachelor of Science,,Nursing,Nursing,review_needed,L3_stub,0.35,35,wrong_degree
I completed my bsc hons in Agri from Amity University in 2017.,Bachelor of Science,,Agriculture,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Currently pursuing BSC with specialization in Horticulture at IIM Ahmedabad.,Bachelor of Science,,Agriculture,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Rohan holds a B. Sc degree in horticulture.,Bachelor of Science,B. Sc degree,Agriculture,Agriculture,review_needed,L3_stub,0.35,35,wrong_degree
"Education: B. SC, Agriculture, VIT Vellore, batch of 2020.",Bachelor of Science,,Agriculture,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of Manipal University; qualification Bachelor of Science (agriculture).,Bachelor of Science,,Agriculture,Agriculture,review_needed,L3_stub,0.35,35,wrong_degree
I completed my b.c.a. in computerapplication from IIM Ahmedabad in 2018.,Bachelor of Computer Applications,,Computer Applications,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Currently pursuing B C A (Hons) with specialization in Computer Application at Jadavpur University.,Bachelor of Computer Applications,,Computer Applications,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Aarav holds a B C A Hons degree in computerapplications.,Bachelor of Computer Applications,B C A Hons degree,Computer Applications,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
"Education: b c a, Computer Applications, Manipal University, batch of 2021.",Bachelor of Computer Applications,,Computer Applications,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of IIT Delhi; qualification B C A  (Comp Applications).,Bachelor of Computer Applications,,Computer Applications,Computer Applications,review_needed,L3_stub,0.35,35,wrong_degree
B.C.A. (Hons) - compapplications - Delhi University - 2023,Bachelor of Computer Applications,Bachelor of Computer Applications,Computer Applications,,resolved,L1,1.0,100,wrong_field
I completed my B.Com (Hons) Hons in businessstudies from Jadavpur University in 2019.,Bachelor of Commerce,,Commerce,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Currently pursuing b.com with specialization in Commerce at VIT Vellore.,Bachelor of Commerce,,Commerce,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Ananya holds a BCom (Hons) degree in commerce.,Bachelor of Commerce,,Commerce,Commerce,review_needed,L3_stub,0.35,35,wrong_degree
"Education: B Com (Hons), Business Studies, IIT Delhi, batch of 2022.",Bachelor of Commerce,,Commerce,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of Delhi University; qualification B. Com (Hons) (businessstudies).,Bachelor of Commerce,,Commerce,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
BCom - Commerce - University of Mumbai - 2024,Bachelor of Commerce,Bachelor of Commerce,Commerce,,resolved,L1,1.0,100,wrong_field
I completed my b.com in Cost Accounting from VIT Vellore in 2020.,Bachelor of Commerce,,Accounting,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Currently pursuing BCom (Hons) with specialization in costaccounting at Manipal University.,Bachelor of Commerce,,Accounting,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Riya holds a B Com (Hons) degree in accounting.,Bachelor of Commerce,,Accounting,Accounting,review_needed,L3_stub,0.35,35,wrong_degree
"Education: B. Com (Hons), Accounting, Delhi University, batch of 2023.",Bachelor of Commerce,,Accounting,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of University of Mumbai; qualification BCom (Accountancy).,Bachelor of Commerce,,Accounting,Accounting,review_needed,L3_stub,0.35,35,wrong_degree
B.Com(Hons) - accountancy - Anna University - 2025,Bachelor of Commerce,Bachelor of Commerce,Accounting,,resolved,L1,1.0,100,wrong_field
I completed my BCom (Hons) in finance from Manipal University in 2021.,Bachelor of Commerce,,Finance,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Currently pursuing B Com (Hons) with specialization in Financial Management at IIT Delhi.,Bachelor of Commerce,,Finance,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Kabir holds a B. Com (Hons) degree in financialmanagement.,Bachelor of Commerce,,Finance,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
"Education: BCom, financeandaccounts, University of Mumbai, batch of 2024.",Bachelor of Commerce,,Finance,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of Anna University; qualification B.Com(Hons) (Finance & Accounts).,Bachelor of Commerce,,Finance,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
B.Com (Hons) - corporatefinance - Pune University - 2026,Bachelor of Commerce,Bachelor of Commerce,Finance,,resolved,L1,1.0,100,wrong_field
I completed my B Com (Hons) in Banking & Finance from IIT Delhi in 2022.,Bachelor of Commerce,,Banking and Finance,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Currently pursuing B. Com (Hons) with specialization in Banking and Finance at Delhi University.,Bachelor of Commerce,,Banking and Finance,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Neha holds a BCom degree in banking.,Bachelor of Commerce,BCom degree,Banking and Finance,Banking and Finance,review_needed,L3_stub,0.35,35,wrong_degree
"Education: B.Com(Hons), Banking, Anna University, batch of 2025.",Bachelor of Commerce,,Banking and Finance,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of Pune University; qualification B.Com (Hons) (financeandbanking).,Bachelor of Commerce,,Banking and Finance,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
b. com - Finance & Banking - Amity University - 2016,Bachelor of Commerce,Bachelor of Commerce,Banking and Finance,,resolved,L1,1.0,100,wrong_field
I completed my b.b.a. in businessadministration from Delhi University in 2023.,Bachelor of Business Administration,,Business Administration,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Currently pursuing B B A Hons with specialization in Business Admin at University of Mumbai.,Bachelor of Business Administration,,Business Administration,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Arjun holds a B.B.A. (Hons) degree in businessadmin.,Bachelor of Business Administration,,Business Administration,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
"Education: Bachelor of Business Administration (Hons), businessmgmt, Pune University, batch of 2026.",Bachelor of Business Administration,Bachelor of Engineering,Business Administration,,review_needed,L2,0.7347,73.5,wrong_degree_and_field
Graduate of Amity University; qualification B B A (Hons) (Business Mgmt).,Bachelor of Business Administration,,Business Administration,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
BACHELOR OF BUSINESS ADMINISTRATION - businessmanagement - IIM Ahmedabad - 2017,Bachelor of Business Administration,Bachelor of Business Administration,Business Administration,,resolved,L1,1.0,100,wrong_field
I completed my B B A Hons in financeandaccounts from University of Mumbai in 2024.,Bachelor of Business Administration,,Finance,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Currently pursuing B.B.A. (Hons) with specialization in Finance & Accounts at Anna University.,Bachelor of Business Administration,,Finance,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Isha holds a Bachelor of Business Administration (Hons) degree in corporatefinance.,Bachelor of Business Administration,Bachelor of Engineering,Finance,,review_needed,L2,0.8363,83.6,wrong_degree_and_field
"Education: B B A (Hons), Corporate Finance, Amity University, batch of 2016.",Bachelor of Business Administration,,Finance,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of IIM Ahmedabad; qualification BACHELOR OF BUSINESS ADMINISTRATION (Finance).,Bachelor of Business Administration,Bachelor of Engineering,Finance,Finance,review_needed,L2,0.7557,75.6,wrong_degree
bba - finance - Jadavpur University - 2018,Bachelor of Business Administration,Bachelor of Business Administration,Finance,,resolved,L1,1.0,100,wrong_field
I completed my B.B.A. (Hons) in Sales & Marketing from Anna University in 2025.,Bachelor of Business Administration,,Marketing,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Currently pursuing Bachelor of Business Administration (Hons) with specialization in digitalmarketing at Pune University.,Bachelor of Business Administration,Bachelor of Engineering,Marketing,,review_needed,L2,0.7661,76.6,wrong_degree_and_field
Rohan holds a B B A (Hons) degree in Digital Marketing.,Bachelor of Business Administration,,Marketing,Marketing,review_needed,L3_stub,0.35,35,wrong_degree
"Education: BACHELOR OF BUSINESS ADMINISTRATION, marketing, IIM Ahmedabad, batch of 2017.",Bachelor of Business Administration,Bachelor of Business Administration,Marketing,,fuzzy_matched,L2,0.9525,95.2,wrong_field
Graduate of Jadavpur University; qualification bba (Marketing).,Bachelor of Business Administration,,Marketing,Marketing,review_needed,L3_stub,0.35,35,wrong_degree
BBA - marketingmanagement - VIT Vellore - 2019,Bachelor of Business Administration,Bachelor of Business Administration,Marketing,,resolved,L1,1.0,100,wrong_field
I completed my Bachelor of Business Administration (Hons) in Human Resources Management from Pune University in 2026.,Bachelor of Business Administration,Bachelor of Business Administration,Human Resources Management,,fuzzy_matched,L2,0.9382,93.8,wrong_field
Currently pursuing B B A (Hons) with specialization in HR at Amity University.,Bachelor of Business Administration,,Human Resources Management,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Aarav holds a BACHELOR OF BUSINESS ADMINISTRATION degree in hr.,Bachelor of Business Administration,Bachelor of Engineering,Human Resources Management,Human Resources Management,review_needed,L2,0.7921,79.2,wrong_degree
"Education: bba, HRM, Jadavpur University, batch of 2018.",Bachelor of Business Administration,,Human Resources Management,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of VIT Vellore; qualification BBA (hrm).,Bachelor of Business Administration,,Human Resources Management,Human Resources Management,review_needed,L3_stub,0.35,35,wrong_degree
Bachelor of Business Administration Hons - Human Resource Management - Manipal University - 2020,Bachelor of Business Administration,Bachelor of Business Administration,Human Resources Management,,resolved,L1,1.0,100,wrong_field
I completed my B B A (Hons) in globalbusiness from Amity University in 2016.,Bachelor of Business Administration,,International Business,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Currently pursuing BACHELOR OF BUSINESS ADMINISTRATION with specialization in internationalbusiness at IIM Ahmedabad.,Bachelor of Business Administration,Bachelor of Engineering,International Business,,review_needed,L2,0.7661,76.6,wrong_degree_and_field
Ananya holds a bba degree in International Business.,Bachelor of Business Administration,bba degree,International Business,International Business,review_needed,L3_stub,0.35,35,wrong_degree
"Education: BBA, IB, VIT Vellore, batch of 2019.",Bachelor of Business Administration,,International Business,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of Manipal University; qualification Bachelor of Business Administration Hons (ib).,Bachelor of Business Administration,Bachelor of Engineering,International Business,International Business,review_needed,L2,0.747,74.7,wrong_degree
B B A - International Trade - IIT Delhi - 2021,Bachelor of Business Administration,Bachelor of Business Administration,International Business,,resolved,L1,1.0,100,wrong_field
I completed my BACHELOR OF BUSINESS ADMINISTRATION in startupmanagement from IIM Ahmedabad in 2017.,Bachelor of Business Administration,Bachelor of Business Administration,Entrepreneurship,,fuzzy_matched,L2,0.9382,93.8,wrong_field
Currently pursuing bba with specialization in Startup Management at Jadavpur University.,Bachelor of Business Administration,,Entrepreneurship,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Riya holds a BBA degree in entrepreneurshipandinnovation.,Bachelor of Business Administration,BBA degree,Entrepreneurship,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
"Education: Bachelor of Business Administration Hons, Entrepreneurship & Innovation, Manipal University, batch of 2020.",Bachelor of Business Administration,Bachelor of Business Administration,Entrepreneurship,,fuzzy_matched,L2,0.9525,95.2,wrong_field
Graduate of IIT Delhi; qualification B B A (entrepreneurship).,Bachelor of Business Administration,,Entrepreneurship,Entrepreneurship,review_needed,L3_stub,0.35,35,wrong_degree
b b a - Entrepreneurship - Delhi University - 2022,Bachelor of Business Administration,Bachelor of Business Administration,Entrepreneurship,,resolved,L1,1.0,100,wrong_field
I completed my Bachelor of Arts in economics from Jadavpur University in 2018.,Bachelor of Arts,Bachelor of Arts,Economics,,review_needed,L3_stub,0.35,35,wrong_field
Currently pursuing BA (Hons) with specialization in Eco at VIT Vellore.,Bachelor of Arts,,Economics,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Kabir holds a B. A. (Hons) degree in eco.,Bachelor of Arts,,Economics,Economics,review_needed,L3_stub,0.35,35,wrong_degree
"Education: bachelor of arts, appliedeconomics, IIT Delhi, batch of 2021.",Bachelor of Arts,Bachelor of Arts,Economics,,fuzzy_matched,L2,0.9105,91.0,wrong_field
Graduate of Delhi University; qualification b.a. (Applied Economics).,Bachelor of Arts,,Economics,Economics,review_needed,L3_stub,0.35,35,wrong_degree
BA Hons Hons - Business Economics - University of Mumbai - 2023,Bachelor of Arts,Bachelor of Arts,Economics,,resolved,L1,1.0,100,wrong_field
I completed my BA (Hons) in Organizational Behaviour from VIT Vellore in 2019.,Bachelor of Arts,,Psychology,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Currently pursuing B. A. (Hons) with specialization in organizationalbehaviour at Manipal University.,Bachelor of Arts,,Psychology,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
"Education: b.a., Psychology, Delhi University, batch of 2022.",Bachelor of Arts,,Psychology,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of University of Mumbai; qualification BA Hons Hons (Psych).,Bachelor of Arts,,Psychology,Psychology,review_needed,L3_stub,0.35,35,wrong_degree
B A - psych - Anna University - 2024,Bachelor of Arts,Bachelor of Arts,Psychology,,resolved,L1,1.0,100,wrong_field
I completed my B. A. (Hons) in Social Work from Manipal University in 2020.,Bachelor of Arts,,Sociology,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Currently pursuing bachelor of arts with specialization in Sociology at IIT Delhi.,Bachelor of Arts,bachelor of arts with specialization,Sociology,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
Arjun holds a b.a. degree in sociology.,Bachelor of Arts,b.a. degree,Sociology,Sociology,review_needed,L3_stub,0.35,35,wrong_degree
"Education: BA Hons Hons, socialwork, University of Mumbai, batch of 2023.",Bachelor of Arts,,Sociology,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of Anna University; qualification B A (Social Work).,Bachelor of Arts,,Sociology,Sociology,review_needed,L3_stub,0.35,35,wrong_degree
BA Hons - Sociology - Pune University - 2025,Bachelor of Arts,Bachelor of Arts,Sociology,,resolved,L1,1.0,100,wrong_field
I completed my bachelor of arts in politicalscience from IIT Delhi in 2021.,Bachelor of Arts,bachelor of arts,Political Science,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
Currently pursuing b.a. with specialization in Political Science at Delhi University.,Bachelor of Arts,,Political Science,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Isha holds a BA Hons Hons degree in Pol Science.,Bachelor of Arts,BA Hons Hons degree,Political Science,Political Science,review_needed,L3_stub,0.35,35,wrong_degree
"Education: B A, polscience, Anna University, batch of 2024.",Bachelor of Arts,,Political Science,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of Pune University; qualification BA Hons (politics).,Bachelor of Arts,,Political Science,Political Science,review_needed,L3_stub,0.35,35,wrong_degree
BachelorofArts - Politics - Amity University - 2026,Bachelor of Arts,Bachelor of Arts,Political Science,,resolved,L1,1.0,100,wrong_field
I completed my b.a. in history from Delhi University in 2022.,Bachelor of Arts,,History,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Currently pursuing BA Hons Hons with specialization in History at University of Mumbai.,Bachelor of Arts,,History,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Rohan holds a B A degree in history.,Bachelor of Arts,B A degree,History,History,review_needed,L3_stub,0.35,35,wrong_degree
"Education: BA Hons, History, Pune University, batch of 2025.",Bachelor of Arts,,History,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of Amity University; qualification BachelorofArts (history).,Bachelor of Arts,,History,History,review_needed,L3_stub,0.35,35,wrong_degree
B.A. (Hons) - History - IIM Ahmedabad - 2016,Bachelor of Arts,Bachelor of Arts,History,,resolved,L1,1.0,100,wrong_field
I completed my BA Hons Hons in geo from University of Mumbai in 2023.,Bachelor of Arts,,Geography,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Currently pursuing B A with specialization in Geo at Anna University.,Bachelor of Arts,,Geography,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Aarav holds a BA Hons degree in Geography.,Bachelor of Arts,BA Hons degree,Geography,Geography,review_needed,L3_stub,0.35,35,wrong_degree
"Education: BachelorofArts, geography, Amity University, batch of 2026.",Bachelor of Arts,Bachelor of Arts,Geography,,fuzzy_matched,L2,0.9013,90.1,wrong_field
Graduate of IIM Ahmedabad; qualification B.A. (Hons) (geo).,Bachelor of Arts,,Geography,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
BA HONS - Geo - Jadavpur University - 2017,Bachelor of Arts,Bachelor of Arts,Geography,,resolved,L1,1.0,100,wrong_field
I completed my B A in englishlanguage from Anna University in 2024.,Bachelor of Arts,,English,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Currently pursuing BA Hons with specialization in english at Pune University.,Bachelor of Arts,,English,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
"Education: B.A. (Hons), englishliterature, IIM Ahmedabad, batch of 2016.",Bachelor of Arts,,English,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of Jadavpur University; qualification BA HONS (English Literature).,Bachelor of Arts,,English,English,review_needed,L3_stub,0.35,35,wrong_degree
B. A. Hons - English Lang & Lit - VIT Vellore - 2018,Bachelor of Arts,Bachelor of Arts,English,,resolved,L1,1.0,100,wrong_field
I completed my BA Hons in Hindi from Pune University in 2025.,Bachelor of Arts,,Hindi,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Currently pursuing BachelorofArts with specialization in hindi at Amity University.,Bachelor of Arts,BachelorofArts with specialization,Hindi,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
Riya holds a B.A. (Hons) degree in Hindi Literature.,Bachelor of Arts,,Hindi,Hindi,review_needed,L3_stub,0.35,35,wrong_degree
"Education: BA HONS, hindiliterature, Jadavpur University, batch of 2017.",Bachelor of Arts,,Hindi,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of VIT Vellore; qualification B. A. Hons (Hindi).,Bachelor of Arts,,Hindi,Hindi,review_needed,L3_stub,0.35,35,wrong_degree
BACHELOR OF ARTS - hindi - Manipal University - 2019,Bachelor of Arts,Bachelor of Arts,Hindi,,resolved,L1,1.0,100,wrong_field
I completed my BachelorofArts in philosophy from Amity University in 2026.,Bachelor of Arts,Bachelor of Arts,Philosophy,,review_needed,L2,0.8779,87.8,wrong_field
Currently pursuing B.A. (Hons) with specialization in Phil at IIM Ahmedabad.,Bachelor of Arts,,Philosophy,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Kabir holds a BA HONS degree in phil.,Bachelor of Arts,BA HONS degree,Philosophy,Philosophy,review_needed,L3_stub,0.35,35,wrong_degree
"Education: B. A. Hons, Philosophy, VIT Vellore, batch of 2018.",Bachelor of Arts,,Philosophy,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of Manipal University; qualification BACHELOR OF ARTS (philosophy).,Bachelor of Arts,,Philosophy,Philosophy,review_needed,L3_stub,0.35,35,wrong_degree
B. A. - Phil - IIT Delhi - 2020,Bachelor of Arts,Bachelor of Arts,Philosophy,,resolved,L1,1.0,100,wrong_field
I completed my B.A. (Hons) in publicadministration from IIM Ahmedabad in 2016.,Bachelor of Arts,,Public Administration,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Currently pursuing BA HONS with specialization in Public Administration at Jadavpur University.,Bachelor of Arts,,Public Administration,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Neha holds a B. A. Hons degree in publicadmin.,Bachelor of Arts,B. A. Hons degree,Public Administration,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
"Education: BACHELOR OF ARTS, Public Admin, Manipal University, batch of 2019.",Bachelor of Arts,Bachelor of Arts,Public Administration,,fuzzy_matched,L2,0.9105,91.0,wrong_field
Graduate of IIT Delhi; qualification B. A. (pubadmin).,Bachelor of Arts,,Public Administration,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
ba hons - Pub Admin - Delhi University - 2021,Bachelor of Arts,Bachelor of Arts,Public Administration,,resolved,L1,1.0,100,wrong_field
I completed my BA HONS in mediastudies from Jadavpur University in 2017.,Bachelor of Arts,,Mass Communication,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Currently pursuing B. A. Hons with specialization in mediaandcommunication at VIT Vellore.,Bachelor of Arts,,Mass Communication,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
"Education: B. A., Mass Communication, IIT Delhi, batch of 2020.",Bachelor of Arts,,Mass Communication,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of Delhi University; qualification ba hons (masscommunication).,Bachelor of Arts,,Mass Communication,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
BA - masscomm - University of Mumbai - 2022,Bachelor of Arts,Bachelor of Arts,Mass Communication,,resolved,L1,1.0,100,wrong_field
I completed my MasterofTechnology in computersc from VIT Vellore in 2018.,Master of Technology,Master of Technology,Computer Science and Engineering,,fuzzy_matched,L2,0.8971,89.7,wrong_field
Isha holds a M. Tech (Hons) degree in computerscandengg.,Master of Technology,,Computer Science and Engineering,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
"Education: MTech, Computer Sc. & Engg, Delhi University, batch of 2021.",Master of Technology,,Computer Science and Engineering,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of University of Mumbai; qualification MTECH (CS&E).,Master of Technology,,Computer Science and Engineering,Computer Science and Engineering,review_needed,L3_stub,0.35,35,wrong_degree
